"These are the fields that Telarus, our main distributor, uses to report by vendor.  We will need to create templates to match our fields to theirs.  We will display different field ""label names"" on these fields for our own understanding.",,,,,,,,
The fields in 7-10 are common fields that all templates will use.  ,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Template Map Name,Origin,CompanyName,templateId,commissionType,fieldId,Telarus CommonFields,New Commissable Field Label,
Telarus-Broadvoice,Telarus,Broadvoice,1747,NULL,217,Data MRC,Actual Usage,
Telarus-Broadvoice,Telarus,Broadvoice,1657,Residual,471,Equipment MRC,Actual Usage,
Telarus-Broadvoice,Telarus,Broadvoice,1747,NULL,471,Equipment MRC,Actual Usage,
Telarus-Broadvoice,Telarus,Broadvoice,1657,Residual,359,NRC,Actual Usage,
Telarus-Broadvoice,Telarus,Broadvoice,1747,NULL,359,NRC,Actual Usage,
Telarus-Broadvoice,Telarus,Broadvoice,1657,Residual,218,Voice MRC,Actual Usage,
Telarus-Broadvoice,Telarus,Broadvoice,1747,NULL,218,Voice MRC,Actual Usage,
Telarus-BullsEye,Telarus,BullsEye,2235,Residual,3,MRC,Actual Usage,
Telarus-BullsEye,Telarus,BullsEye,2235,Residual,255,NPR MRC,Actual Usage,
Telarus-BullsEye,Telarus,BullsEye,2235,Residual,137,Usage,Actual Usage,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,3,MRC,Actual Usage,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,370,MRC Sold,Actual Usage,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,137,Usage,Actual Usage,
Telarus-Cisco,Telarus,Cisco,2578,Residual,265,Total Sales Value,Actual Usage,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,305,"Commissions Earned, Native Currency",Actual Usage,
Telarus-Cogent Communications CAD,Telarus,Cogent Communications CAD,2534,Residual,76,Total Billed MRC,Actual Usage,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,406,Total AV Revenue,Actual Usage,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,100,Total Enterprise Revenue,Actual Usage,
Telarus-Comcast Business,Telarus,Comcast Business,2094,Residual,94,Total Internet Revenue,Actual Usage,
Telarus-Data Canopy,Telarus,Data Canopy,1804,Residual,388,Colo MRC,Actual Usage,
Telarus-Data Canopy,Telarus,Data Canopy,1804,Residual,398,Licenses MRC,Actual Usage,
Telarus-Data Canopy,Telarus,Data Canopy,1804,Residual,205,Non-Commissionable Revenue,Actual Usage,
Telarus-Data Canopy,Telarus,Data Canopy,1804,Residual,392,Private Cloud MRC,Actual Usage,
Telarus-Data Canopy,Telarus,Data Canopy,1804,Residual,394,Storage MRC,Actual Usage,
Telarus-Data Canopy,Telarus,Data Canopy,1804,Residual,76,Total Billed MRC,Actual Usage,
Telarus-Dizzion,Telarus,Dizzion,1582,Residual,315,Invoice Amount Commissionable,Actual Usage,
Telarus-Effortless Office,Telarus,Effortless Office,2394,Residual,599,Invoice Amount,Actual Usage,
Telarus-Five9,Telarus,Five9,1874,Residual,366,Adjusted Net LD Invoiced,Actual Usage,
Telarus-Five9,Telarus,Five9,1874,Residual,365,Adjusted Net MRR Invoiced,Actual Usage,
Telarus-Five9,Telarus,Five9,1874,Residual,367,Adjusted Net Third Party Invoiced,Actual Usage,
Telarus-Five9 CAD,Telarus,Five9 CAD,2213,Residual,366,Adjusted Net LD Invoiced,Actual Usage,
Telarus-Five9 CAD,Telarus,Five9 CAD,2213,Residual,365,Adjusted Net MRR Invoiced,Actual Usage,
Telarus-Five9 CAD,Telarus,Five9 CAD,2213,Residual,367,Adjusted Net Third Party Invoiced,Actual Usage,
Telarus-GHA Technologies,Telarus,GHA Technologies,2544,Residual,599,Invoice Amount,Actual Usage,
Telarus-GHA Technologies,Telarus,GHA Technologies,2543,Residual,33,Invoice Amount Paid,Actual Usage,
Telarus-Level AI,Telarus,Level AI,2141,Residual,57,Commissionable MRC,Actual Usage,
Telarus-Logix,Telarus,Logix,1614,Residual,257,Usage Amount Due,Actual Usage,
Telarus-Lumen,Telarus,Lumen,2427,Residual,401,Compensable Revenue,Actual Usage,
Telarus-Lunavi,Telarus,Lunavi,2562,Residual,181,Billed Revenue,Actual Usage,
Telarus-Ntegrated,Telarus,Ntegrated,2567,Residual,57,Commissionable MRC,Actual Usage,
Telarus-Ntirety,Telarus,Ntirety,1818,Residual,606,Contracted MRR,Actual Usage,
Telarus-NuWave Communications,Telarus,NuWave Communications,2272,Residual,433,Commissionable Usage,Actual Usage,
Telarus-NuWave Communications,Telarus,NuWave Communications,2272,Residual,401,Compensable Revenue,Actual Usage,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,599,Invoice Amount,Actual Usage,
Telarus-RapidScale,Telarus,RapidScale,2446,Residual,76,Total Billed MRC,Actual Usage,
Telarus-Rise Broadband,Telarus,Rise Broadband,2508,Residual,217,Data MRC,Actual Usage,
Telarus-Rise Broadband,Telarus,Rise Broadband,2508,Residual,359,NRC,Actual Usage,
Telarus-Rise Broadband,Telarus,Rise Broadband,2508,Residual,355,VOIP MRC,Actual Usage,
Telarus-Rise Broadband,Telarus,Rise Broadband,2508,Residual,357,VOIP Total,Actual Usage,
Telarus-RSI,Telarus,RSI,2438,Residual,57,Commissionable MRC,Actual Usage,
Telarus-Spectrotel,Telarus,Spectrotel,1863,Residual,181,Billed Revenue,Actual Usage,
Telarus-Spectrotel,Telarus,Spectrotel,1863,Residual,433,Commissionable Usage,Actual Usage,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,453,Enterprise Data MRR,Actual Usage,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,452,Enterprise Video MRR,Actual Usage,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,454,Enterprise Voice MRR,Actual Usage,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,449,SMB Data MRR,Actual Usage,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,448,SMB Video MRR,Actual Usage,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,450,SMB Voice MRR,Actual Usage,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,455,Total Enterprise MRR,Actual Usage,
Telarus-Spectrum,Telarus,Spectrum,2381,Residual,451,Total SMB MRR,Actual Usage,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,453,Enterprise Data MRR,Actual Usage,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,452,Enterprise Video MRR,Actual Usage,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,454,Enterprise Voice MRR,Actual Usage,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,449,SMB Data MRR,Actual Usage,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,448,SMB Video MRR,Actual Usage,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,450,SMB Voice MRR,Actual Usage,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,455,Total Enterprise MRR,Actual Usage,
Telarus-Spectrum Business CAD,Telarus,Spectrum Business CAD,2383,Residual,451,Total SMB MRR,Actual Usage,
Telarus-Synoptek,Telarus,Synoptek,1951,Residual,503,Monthly Revenue,Actual Usage,
Telarus-Telesystem,Telarus,Telesystem,2019,Residual,57,Commissionable MRC,Actual Usage,
Telarus-Telesystem,Telarus,Telesystem,2019,Residual,433,Commissionable Usage,Actual Usage,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,3,MRC,Actual Usage,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,359,NRC,Actual Usage,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,265,Total Sales Value,Actual Usage,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,453,Enterprise Data MRR,Actual Usage,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,452,Enterprise Video MRR,Actual Usage,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,454,Enterprise Voice MRR,Actual Usage,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,449,SMB Data MRR,Actual Usage,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,448,SMB Video MRR,Actual Usage,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,450,SMB Voice MRR,Actual Usage,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,455,Total Enterprise MRR,Actual Usage,
Telarus-Vodafone,Telarus,Vodafone,2389,Residual,451,Total SMB MRR,Actual Usage,
Telarus-Zayo,Telarus,Zayo,2440,Residual,33,Invoice Amount Paid,Actual Usage,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,33,Invoice Amount Paid,Actual Usage,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,33,Invoice Amount Paid,Actual Usage,
Telarus-CentraCom,Telarus,CentraCom,2541,Residual,301,Additional Charges,Additional Charges,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,301,Additional Charges,Additional Charges,
Telarus-vCom Solutions,Telarus,vCom Solutions,1600,Residual,301,Additional Charges,Additional Charges,
Telarus-8x8,Telarus,8x8,1937,Residual,291,Additional Commission,Additional Commission,
Telarus-8x8 ANZ,Telarus,8x8 ANZ,1584,Residual,291,Additional Commission,Additional Commission,
Telarus-8x8 CAD,Telarus,8x8 CAD,2205,Residual,291,Additional Commission,Additional Commission,
Telarus-InflowCX,Telarus,InflowCX,2418,Residual,557,Additional Supplier,Additional Supplier,
Telarus-vCom Solutions,Telarus,vCom Solutions,1600,Residual,557,Additional Supplier,Additional Supplier,
Telarus-Ooma,Telarus,Ooma,2528,Residual,384,Adjustment Period,Adjustment Period,
Telarus-Globalgig,Telarus,Globalgig,2520,Residual,318,Adjustments,Adjustments,
Telarus-Globalgig CAD,Telarus,Globalgig CAD,2516,Residual,318,Adjustments,Adjustments,
Telarus-Ooma,Telarus,Ooma,2528,Residual,318,Adjustments,Adjustments,
Telarus-Ooma CAD,Telarus,Ooma CAD,2547,Residual,318,Adjustments,Adjustments,
Telarus-Rise Broadband,Telarus,Rise Broadband,2508,Residual,318,Adjustments,Adjustments,
Telarus-TPx,Telarus,TPx,2529,Residual,190,AESOP #,AESOP #,
Telarus-365 Data Centers,Telarus,365 Data Centers,2449,Residual,260,Agent Name,Account Owner,
Telarus-Altafiber,Telarus,Altafiber,2461,Residual,260,Agent Name,Account Owner,
Telarus-Axxess Networks,Telarus,Axxess Networks,2462,Residual,260,Agent Name,Account Owner,
Telarus-BlueLine Telecom,Telarus,BlueLine Telecom,2512,Residual,260,Agent Name,Account Owner,
Telarus-CBTS,Telarus,CBTS,2483,Residual,260,Agent Name,Account Owner,
Telarus-Command Link,Telarus,Command Link,1688,Residual,260,Agent Name,Account Owner,
Telarus-Dobson Fiber,Telarus,Dobson Fiber,2431,Residual,260,Agent Name,Account Owner,
Telarus-eSentire,Telarus,eSentire,2480,Residual,260,Agent Name,Account Owner,
Telarus-eSentire,Telarus,eSentire,2491,Residual,260,Agent Name,Account Owner,
Telarus-Esentire ANZ,Telarus,Esentire ANZ,2481,Residual,260,Agent Name,Account Owner,
Telarus-eSentire CAD,Telarus,eSentire CAD,2490,Residual,260,Agent Name,Account Owner,
Telarus-GHA Technologies,Telarus,GHA Technologies,2543,Residual,260,Agent Name,Account Owner,
Telarus-GHA Technologies,Telarus,GHA Technologies,2544,Residual,260,Agent Name,Account Owner,
Telarus-Lumen,Telarus,Lumen,2427,Residual,260,Agent Name,Account Owner,
Telarus-MetTel,Telarus,MetTel,2533,Residual,260,Agent Name,Account Owner,
Telarus-MetTel CAD,Telarus,MetTel CAD,2532,Residual,260,Agent Name,Account Owner,
Telarus-NEC Univerge Blue,Telarus,NEC Univerge Blue,2509,Residual,260,Agent Name,Account Owner,
Telarus-Rackspace Technology,Telarus,Rackspace Technology,1669,Residual,260,Agent Name,Account Owner,
Telarus-Sangoma,Telarus,Sangoma,2535,Residual,260,Agent Name,Account Owner,
Telarus-Spectrum VoIP,Telarus,Spectrum VoIP,2473,Residual,260,Agent Name,Account Owner,
Telarus-Summit Broadband,Telarus,Summit Broadband,2517,Residual,260,Agent Name,Account Owner,
"Telarus-Syringa Networks, LLC",Telarus,"Syringa Networks, LLC",2518,Residual,260,Agent Name,Account Owner,
Telarus-TelSynergy,Telarus,TelSynergy,2340,Residual,260,Agent Name,Account Owner,
Telarus-Thrive Networks,Telarus,Thrive Networks,2501,Residual,260,Agent Name,Account Owner,
Telarus-TPx,Telarus,TPx,2529,Residual,260,Agent Name,Account Owner,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,260,Agent Name,Account Owner,
Telarus-Weave,Telarus,Weave,2506,Residual,260,Agent Name,Account Owner,
Telarus-GeoLinks,Telarus,GeoLinks,1567,Residual,439,AGR Name,AGR Name,
Telarus-Managed Solution,Telarus,Managed Solution,2225,Residual,596,Agreement Type,Agreement Type,
Telarus-RingCentral,Telarus,RingCentral,2115,Residual,419,aMRS,aMRS,
Telarus-RingCentral ANZ,Telarus,RingCentral ANZ,1644,Residual,419,aMRS,aMRS,
Telarus-RingCentral CAD,Telarus,RingCentral CAD,1559,Residual,419,aMRS,aMRS,
Telarus-Ringcentral EURO,Telarus,Ringcentral EURO,2564,Residual,419,aMRS,aMRS,
Telarus-RingCentral UK,Telarus,RingCentral UK,1638,Residual,419,aMRS,aMRS,
Telarus-Nitel,Telarus,Nitel,2240,Residual,333,Assignment Code,Assignment Code,
Telarus-Brightspeed,Telarus,Brightspeed,2430,Residual,404,Assignment Type,Assignment Type,
Telarus-Colt,Telarus,Colt,2485,Residual,404,Assignment Type,Assignment Type,
Telarus-Lumen,Telarus,Lumen,2427,Residual,404,Assignment Type,Assignment Type,
Telarus-Consolidated Communications,Telarus,Consolidated Communications,2542,Residual,546,B2B Toll Usage,B2B Toll Usage,
Telarus-Consolidated Communications,Telarus,Consolidated Communications,2542,Residual,545,B2B Total NMRR,B2B Total NMRR,
Telarus-Logix,Telarus,Logix,1614,Residual,319,Balance Forward,Balance Forward,
Telarus-AT&T,Telarus,AT&T,1996,Residual,156,BAN,BAN,
Telarus-Cyxtera,Telarus,Cyxtera,1810,Residual,156,BAN,BAN,
Telarus-Zayo,Telarus,Zayo,2440,Residual,156,BAN,BAN,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,156,BAN,BAN,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,156,BAN,BAN,
Telarus-AT&T,Telarus,AT&T,1996,Residual,534,Bill Date,Bill Date,
Telarus-Fusion Connect,Telarus,Fusion Connect,2536,Residual,534,Bill Date,Bill Date,
Telarus-GHA Technologies,Telarus,GHA Technologies,2543,Residual,534,Bill Date,Bill Date,
Telarus-GHA Technologies,Telarus,GHA Technologies,2544,Residual,534,Bill Date,Bill Date,
Telarus-InflowCX,Telarus,InflowCX,2418,Residual,534,Bill Date,Bill Date,
Telarus-SpiceX,Telarus,SpiceX,2142,Residual,534,Bill Date,Bill Date,
Telarus-UniVoIP,Telarus,UniVoIP,2469,Residual,534,Bill Date,Bill Date,
Telarus-Zoom,Telarus,Zoom,2429,Residual,534,Bill Date,Bill Date,
Telarus-ClearView,Telarus,ClearView,1673,Residual,159,Bill Description,Bill Description,
Telarus-Data2Go Wireless,Telarus,Data2Go Wireless,2055,Residual,159,Bill Description,Bill Description,
Telarus-Zayo,Telarus,Zayo,2440,Residual,159,Bill Description,Bill Description,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,159,Bill Description,Bill Description,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,159,Bill Description,Bill Description,
Telarus-Altafiber,Telarus,Altafiber,2461,Residual,513,Billing City,Billing City,
Telarus-TelSynergy,Telarus,TelSynergy,2340,Residual,513,Billing City,Billing City,
Telarus-TelSynergy,Telarus,TelSynergy,2340,Residual,516,Billing Country,Billing Country,
Telarus-Net2Phone,Telarus,Net2Phone,2594,Residual,592,Billing Cycle,Billing Month,
Telarus-Net2Phone,Telarus,Net2Phone,2595,Residual,592,Billing Cycle,Billing Month,
Telarus-ujet.cx,Telarus,ujet.cx,2557,Residual,592,Billing Cycle,Billing Month,
Telarus-Frontier,Telarus,Frontier,2453,Residual,583,Billing Date,Billing Month,
Telarus-Ntegrated,Telarus,Ntegrated,2567,Residual,583,Billing Date,Billing Month,
Telarus-Ntegrated,Telarus,Ntegrated,2568,NULL,583,Billing Date,Billing Month,
Telarus-RapidScale,Telarus,RapidScale,2446,Residual,583,Billing Date,Billing Month,
Telarus-Zoom ANZ,Telarus,Zoom ANZ,1948,Residual,583,Billing Date,Billing Month,
Telarus-Zoom CAD,Telarus,Zoom CAD,1833,Residual,583,Billing Date,Billing Month,
Telarus-Cato Networks,Telarus,Cato Networks,1796,Residual,160,Billing End Date,Billing Month,
Telarus-Cato Networks,Telarus,Cato Networks,1815,Residual,160,Billing End Date,Billing Month,
Telarus-Cisco,Telarus,Cisco,2578,Residual,160,Billing End Date,Billing Month,
Telarus-Crown Castle,Telarus,Crown Castle,1565,Residual,160,Billing End Date,Billing Month,
Telarus-Crown Castle,Telarus,Crown Castle,1869,Residual,160,Billing End Date,Billing Month,
Telarus-Crown Castle CAD,Telarus,Crown Castle CAD,1652,Residual,160,Billing End Date,Billing Month,
Telarus-eSentire,Telarus,eSentire,2480,Residual,160,Billing End Date,Billing Month,
Telarus-eSentire,Telarus,eSentire,2491,Residual,160,Billing End Date,Billing Month,
Telarus-Esentire ANZ,Telarus,Esentire ANZ,2481,Residual,160,Billing End Date,Billing Month,
Telarus-eSentire CAD,Telarus,eSentire CAD,2490,Residual,160,Billing End Date,Billing Month,
Telarus-FiberLight,Telarus,FiberLight,2525,Residual,160,Billing End Date,Billing Month,
Telarus-Nitel,Telarus,Nitel,2240,Residual,160,Billing End Date,Billing Month,
Telarus-Sangoma,Telarus,Sangoma,2505,Residual,160,Billing End Date,Billing Month,
Telarus-Talkdesk,Telarus,Talkdesk,1941,Residual,160,Billing End Date,Billing Month,
Telarus-Talkdesk ANZ,Telarus,Talkdesk ANZ,2071,Residual,160,Billing End Date,Billing Month,
Telarus-Talkdesk CAD,Telarus,Talkdesk CAD,2063,Residual,160,Billing End Date,Billing Month,
Telarus-Talkdesk UK,Telarus,Talkdesk UK,2137,Residual,160,Billing End Date,Billing Month,
Telarus-Tierpoint Data Centers,Telarus,Tierpoint Data Centers,1708,Residual,160,Billing End Date,Billing Month,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,160,Billing End Date,Billing Month,
Telarus-Vonage ANZ,Telarus,Vonage ANZ,2385,Residual,160,Billing End Date,Billing Month,
Telarus-Vonage UK,Telarus,Vonage UK,1981,Residual,160,Billing End Date,Billing Month,
Telarus-Zayo,Telarus,Zayo,2440,Residual,160,Billing End Date,Billing Month,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,160,Billing End Date,Billing Month,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,160,Billing End Date,Billing Month,
Telarus-Aryaka,Telarus,Aryaka,1964,Residual,299,Billing Frequency,Do not Map,
Telarus-Cato Networks,Telarus,Cato Networks,1796,Residual,299,Billing Frequency,Do not Map,
Telarus-Cato Networks,Telarus,Cato Networks,1815,Residual,299,Billing Frequency,Do not Map,
Telarus-Dialpad,Telarus,Dialpad,2489,Residual,299,Billing Frequency,Do not Map,
Telarus-Dialpad ANZ,Telarus,Dialpad ANZ,2486,Residual,299,Billing Frequency,Do not Map,
Telarus-Dialpad CAD,Telarus,Dialpad CAD,2487,Residual,299,Billing Frequency,Do not Map,
Telarus-Dialpad UK,Telarus,Dialpad UK,2488,Residual,299,Billing Frequency,Do not Map,
Telarus-InflowCX,Telarus,InflowCX,2380,Residual,299,Billing Frequency,Do not Map,
Telarus-InflowCX,Telarus,InflowCX,2418,Residual,299,Billing Frequency,Do not Map,
Telarus-Quest Technology Management,Telarus,Quest Technology Management,2070,Residual,299,Billing Frequency,Do not Map,
Telarus-Talkdesk,Telarus,Talkdesk,1941,Residual,299,Billing Frequency,Do not Map,
Telarus-Talkdesk ANZ,Telarus,Talkdesk ANZ,2071,Residual,299,Billing Frequency,Do not Map,
Telarus-Talkdesk CAD,Telarus,Talkdesk CAD,2063,Residual,299,Billing Frequency,Do not Map,
Telarus-Talkdesk UK,Telarus,Talkdesk UK,2137,Residual,299,Billing Frequency,Do not Map,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,299,Billing Frequency,Do not Map,
Telarus-Lumen,Telarus,Lumen,2427,Residual,103,Billing ID,Billing ID,
Telarus-ACC Business,Telarus,ACC Business,2364,Residual,275,Billing Month,Billing Month,
Telarus-Breezeline,Telarus,Breezeline,2064,Residual,275,Billing Month,Billing Month,
Telarus-CallTower,Telarus,CallTower,2444,Residual,275,Billing Month,Billing Month,
Telarus-Cisco,Telarus,Cisco,2578,Residual,275,Billing Month,Billing Month,
Telarus-Fusion Connect,Telarus,Fusion Connect,2536,Residual,275,Billing Month,Billing Month,
Telarus-Lunavi,Telarus,Lunavi,2562,Residual,275,Billing Month,Billing Month,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,275,Billing Month,Billing Month,
Telarus-Open Systems,Telarus,Open Systems,1645,Residual,275,Billing Month,Billing Month,
Telarus-Open Systems UK,Telarus,Open Systems UK,1579,Residual,275,Billing Month,Billing Month,
Telarus-Rackspace Technology,Telarus,Rackspace Technology,1669,Residual,275,Billing Month,Billing Month,
Telarus-Source Inc,Telarus,Source Inc,1992,Residual,275,Billing Month,Billing Month,
Telarus-vCom Solutions,Telarus,vCom Solutions,1600,Residual,275,Billing Month,Billing Month,
Telarus-Viasat,Telarus,Viasat,2546,Residual,275,Billing Month,Billing Month,
Telarus-Vigilant,Telarus,Vigilant,1988,Residual,275,Billing Month,Billing Month,
Telarus-WOW Business,Telarus,WOW Business,2210,Residual,275,Billing Month,Billing Month,
Telarus-Zenlayer,Telarus,Zenlayer,2052,Residual,275,Billing Month,Billing Month,
Telarus-Cyxtera,Telarus,Cyxtera,1810,Residual,481,Billing Period,Billing Period,
Telarus-DartPoints,Telarus,DartPoints,2464,Residual,481,Billing Period,Billing Period,
Telarus-DataBank,Telarus,DataBank,1873,Residual,481,Billing Period,Billing Period,
Telarus-Graphene Networks Inc.,Telarus,Graphene Networks Inc.,2219,Residual,481,Billing Period,Billing Period,
Telarus-Keystone Solutions,Telarus,Keystone Solutions,2382,Residual,481,Billing Period,Billing Period,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,481,Billing Period,Billing Period,
Telarus-Simplicity VoIP,Telarus,Simplicity VoIP,2375,Residual,481,Billing Period,Billing Period,
Telarus-SteelDome Cyber,Telarus,SteelDome Cyber,1626,Residual,481,Billing Period,Billing Period,
